Date,Open,High,Low,Close,Adj Close,Volume
2016-11-18,30.313093,30.313093,29.829222,29.867172,25.425652,25460846
2016-11-21,29.895636,30.066414,29.876659,29.952562,25.498343,23053931
2016-11-22,30.294119,30.351044,29.459204,29.724857,25.304499,27862279
2016-11-23,29.582542,29.838711,29.060720,29.810247,25.377195,22399924
2016-11-25,29.981026,30.113852,29.933586,30.066414,25.595266,11017357
2016-11-28,30.066414,30.208729,29.886148,29.924099,25.474117,18692901
2016-11-29,30.218216,30.332067,29.990513,30.284630,25.781033,22810879
2016-11-30,30.341557,30.711575,30.123341,30.493359,25.958719,40599553
2016-12-01,30.597723,30.597723,29.791271,29.848198,25.409500,32259146
2016-12-02,29.924099,30.104364,29.753321,30.009487,25.546804,20034221
2016-12-05,30.113852,30.142315,29.781784,29.971537,25.514500,20342516
2016-12-06,30.028463,30.075901,29.819735,29.943073,25.490269,18662967
2016-12-07,29.724857,29.724857,29.041746,29.592030,25.191427,46432600
2016-12-08,29.259962,29.506641,28.946869,29.354839,24.989506,37409622
2016-12-09,29.516129,30.284630,29.497154,30.075901,25.603342,30935743
2016-12-12,30.075901,30.977230,30.037951,30.740038,26.168718,33997508
2016-12-13,31.129032,31.195446,30.891842,31.148008,26.516020,30313356
2016-12-14,31.233397,31.593927,30.967743,31.138519,26.507940,38309843
2016-12-15,30.958254,31.271347,30.929790,31.072105,26.451399,22004463
2016-12-16,31.195446,31.252373,30.853889,31.157495,26.524096,39615012
2016-12-19,31.081594,31.280834,31.043644,31.148008,26.516020,26276958
2016-12-20,31.100569,31.195446,30.901327,31.166983,26.532171,26428312
2016-12-21,31.053131,31.242884,30.673624,30.740038,26.168718,19751644
2016-12-22,30.635674,30.768501,30.407970,30.683111,26.120258,19618418
2016-12-23,30.749525,30.891842,30.702087,30.815939,26.233330,11387943
2016-12-27,30.901327,31.043644,30.815939,30.863379,26.273714,11826302
2016-12-28,30.834915,31.015181,30.683111,30.692600,26.128332,14691495
2016-12-29,30.730551,30.948767,30.711575,30.825426,26.241405,14827250
2016-12-30,30.683111,30.929790,30.654650,30.815939,26.233330,19885396
2017-01-03,31.024668,31.309298,30.920303,31.309298,26.653324,23391844
2017-01-04,31.432638,31.641365,31.337761,31.584440,26.887548,22753963
2017-01-05,31.660341,31.963947,31.423149,31.888046,27.146002,21083584
2017-01-06,31.935484,31.973434,31.631880,31.764706,27.041008,18418228
2017-01-09,31.717268,31.944971,31.669828,31.755219,27.032928,21559886
2017-01-10,31.869070,31.935484,31.612904,31.726755,27.008699,20444754
2017-01-11,31.660341,31.821632,30.740038,31.148008,26.516020,42623128
2017-01-12,30.863379,30.948767,30.645161,30.929790,26.330248,33475989
2017-01-13,30.996204,31.100569,30.673624,30.853889,26.265636,21386925
2017-01-17,30.692600,30.721064,30.151802,30.417458,25.894106,33838143
2017-01-18,30.445921,30.626186,30.313093,30.388994,25.869871,22629064
2017-01-19,30.417458,30.445921,29.914612,30.075901,25.603342,27555881
2017-01-20,30.094877,30.474382,30.037951,30.142315,25.659882,31788324
2017-01-23,30.056927,30.189753,29.829222,29.848198,25.409500,26098094
2017-01-24,29.791271,29.848198,29.316889,29.554079,25.159119,31225172
2017-01-25,29.753321,29.905123,29.506641,29.686907,25.272194,33905283
2017-01-26,29.791271,29.857685,29.601519,29.677420,25.264120,28653517
2017-01-27,29.857685,29.924099,29.658443,29.810247,25.377195,25353654
2017-01-30,29.857685,29.886148,29.468691,29.705881,25.288347,28947899
2017-01-31,29.421251,30.294119,29.345350,30.104364,25.627575,39472300
2017-02-01,29.895636,30.066414,29.658443,30.047438,25.839710,30031938
2017-02-02,29.857685,30.104364,29.715370,30.104364,25.888662,24634404
2017-02-03,30.407970,30.588236,30.284630,30.445921,26.182394,37935252
2017-02-06,30.360531,30.673624,30.303604,30.578749,26.296619,25859258
2017-02-07,30.664137,30.692600,30.303604,30.436434,26.174232,24781648
2017-02-08,30.284630,30.692600,30.284630,30.493359,26.223183,20194745
2017-02-09,30.493359,30.872866,30.493359,30.721064,26.419001,25102380
2017-02-10,30.749525,30.787476,30.578749,30.692600,26.394524,23090189
2017-02-13,30.777988,31.015181,30.777988,30.939280,26.606663,21733585
2017-02-14,30.863379,31.091082,30.692600,31.072105,26.720882,24205532
2017-02-15,31.100569,31.859583,31.015181,31.793169,27.340973,48035523
2017-02-16,31.736242,32.153702,31.518026,31.897533,27.430721,40402244
2017-02-17,31.869070,32.153702,31.812143,31.897533,27.430721,36882306
2017-02-21,31.850096,32.068310,31.764706,31.897533,27.430721,25391598
2017-02-22,31.850096,32.020874,31.546490,31.869070,27.406246,28676494
2017-02-23,31.973434,32.371918,31.859583,32.314991,27.789726,32122863
2017-02-24,32.419353,32.590134,32.248577,32.504745,27.952898,26046448
2017-02-27,32.476280,32.694496,32.409866,32.523720,27.969221,23009136
2017-02-28,32.352940,32.504745,32.172676,32.371918,27.838676,28964658
2017-03-01,32.514233,32.760910,32.305504,32.656548,28.083452,34034925
2017-03-02,32.694496,32.969639,32.656548,32.741936,28.156879,26952993
2017-03-03,32.741936,32.874763,32.599621,32.751423,28.165035,19800760
2017-03-06,32.571156,32.703983,32.333965,32.590134,28.026333,19174263
2017-03-07,32.134724,32.447819,32.020874,32.248577,27.732613,30783335
2017-03-08,32.172676,32.352940,31.992411,32.172676,27.667337,23870360
2017-03-09,32.144215,32.390892,32.049335,32.305504,27.781561,20199594
2017-03-10,32.390892,32.561668,32.258064,32.362431,27.830519,20214666
2017-03-13,32.390892,32.400379,32.172676,32.362431,27.830519,19988056
2017-03-14,32.277039,32.571156,32.239090,32.466793,27.920267,15563469
2017-03-15,32.466793,32.922199,32.428844,32.855785,28.254789,24279839
2017-03-16,32.798862,32.855785,32.495255,32.666035,28.091606,21816219
2017-03-17,32.694496,32.808350,32.514233,32.561668,28.001856,45736117
2017-03-20,32.637569,32.732449,32.561668,32.618595,28.050808,18435514
2017-03-21,32.713470,32.836811,32.428844,32.495255,27.944742,33083479
2017-03-22,32.542694,32.770397,32.248577,32.703983,28.124235,27528267
2017-03-23,32.561668,32.789375,32.476280,32.533207,27.977377,21378704
2017-03-24,32.514233,32.514233,32.201138,32.258064,27.740767,28583110
2017-03-27,32.011387,32.552181,32.011387,32.428844,27.887634,18852055
2017-03-28,32.314991,32.504745,32.229603,32.409866,27.871307,19327725
2017-03-29,32.409866,32.685009,32.362431,32.571156,28.010017,18214174
2017-03-30,32.438332,32.675522,32.400379,32.590134,28.026333,15803465
2017-03-31,32.457306,32.618595,32.409866,32.457306,27.912109,19616837
2017-04-03,32.362431,32.590134,32.352940,32.485767,27.936584,19064752
2017-04-04,32.428844,32.732449,32.305504,32.580647,28.018179,20324177
2017-04-05,32.571156,32.751423,32.400379,32.438332,27.895792,20321225
2017-04-06,32.390892,32.590134,32.314991,32.362431,27.830519,17164706
2017-04-07,32.343452,32.495255,32.296017,32.352940,27.822355,14728069
2017-04-10,32.381405,32.466793,32.229603,32.296017,27.773403,16852722
2017-04-11,32.277039,32.333965,32.011387,32.191650,27.683655,20155642
2017-04-12,32.144215,32.248577,31.982922,32.182163,27.675495,26022628
2017-04-13,32.144215,32.277039,32.087288,32.144215,27.642859,13560553
2017-04-17,32.163189,32.305504,32.087288,32.258064,27.740767,15963462
2017-04-18,32.030361,32.144215,31.935484,32.106262,27.610220,22293365
2017-04-19,32.115749,32.172676,31.831120,31.888046,27.422564,25204302
2017-04-20,31.907021,32.134724,31.764706,32.011387,27.528633,19339319
2017-04-21,31.916510,32.001900,31.755219,31.916510,27.447042,25552227
2017-04-24,32.239090,32.286530,31.925997,32.011387,27.528633,22438501
2017-04-25,32.087288,32.220116,31.982922,32.030361,27.544949,19756176
2017-04-26,32.125237,32.286530,32.115749,32.115749,27.618383,20884483
2017-04-27,32.220116,32.277039,32.039848,32.125237,27.626537,15633139
2017-04-28,32.144215,32.201138,32.020874,32.182163,27.675495,16842077
2017-05-01,32.153702,32.248577,32.039848,32.049335,27.561270,23910833
2017-05-02,31.859583,31.992411,31.195446,31.888046,27.422564,42965678
2017-05-03,31.764706,31.869070,31.593927,31.755219,27.308336,26155748
2017-05-04,31.726755,31.869070,31.612904,31.736242,27.292019,26897869
2017-05-05,31.726755,31.764706,31.527514,31.764706,27.316496,22999966
2017-05-08,31.688805,31.897533,31.641365,31.736242,27.292019,24781543
2017-05-09,31.736242,31.869070,31.641365,31.669828,27.234903,18028248
2017-05-10,31.309298,31.423149,31.214420,31.337761,27.210192,34829852
2017-05-11,31.299810,31.442125,31.166983,31.347248,27.218428,26421567
2017-05-12,31.204933,31.375711,31.204933,31.318787,27.193722,18589187
2017-05-15,31.280834,31.480076,31.119545,31.423149,27.284338,20530444
2017-05-16,30.891842,31.119545,30.730551,30.929790,26.855955,42437834
2017-05-17,30.929790,30.929790,30.559772,30.578749,26.551151,29931281
2017-05-18,30.550285,30.759012,30.426945,30.569260,26.542913,24874822
2017-05-19,30.645161,30.796965,30.540796,30.796965,26.740623,29885432
2017-05-22,30.834915,30.834915,30.474382,30.474382,26.460533,26725962
2017-05-23,30.474382,30.626186,30.436434,30.493359,26.477005,18517410
2017-05-24,30.521822,30.626186,30.332067,30.407970,26.402870,23576821
2017-05-25,30.417458,30.550285,30.332067,30.512335,26.493486,18227244
2017-05-26,30.531309,30.635674,30.455408,30.493359,26.477005,12330746
2017-05-30,30.417458,30.654650,30.379507,30.483871,26.468769,16913643
2017-05-31,30.626186,31.110058,30.483871,30.977230,26.897148,30585499
2017-06-01,30.996204,31.166983,30.853889,31.034157,26.946573,25184803
2017-06-02,31.091082,31.195446,30.777988,30.872866,26.806530,21984543
2017-06-05,30.844402,30.910816,30.550285,30.692600,26.650007,14994836
2017-06-06,30.645161,30.711575,30.398481,30.426945,26.419340,18831186
2017-06-07,30.436434,30.512335,30.265656,30.360531,26.361679,17479641
2017-06-08,30.360531,30.455408,30.047438,30.123341,26.155727,35620773
2017-06-09,30.180265,31.119545,30.113852,31.091082,26.996002,31764609
2017-06-12,31.091082,31.394688,31.024668,31.024668,26.938337,30435515
2017-06-13,31.034157,31.100569,30.853889,30.910816,26.839483,18093913
2017-06-14,30.920303,31.081594,30.796965,31.015181,26.930103,14568177
2017-06-15,30.948767,31.337761,30.891842,31.129032,27.028955,19952115
2017-06-16,31.290323,31.432638,31.129032,31.280834,27.160761,33600044
2017-06-19,31.252373,31.546490,31.223909,31.518026,27.366713,21922146
2017-06-20,31.508539,32.020874,31.451612,31.840607,27.646807,27473775
2017-06-21,31.859583,32.352940,31.859583,32.144215,27.910425,27134492
2017-06-22,32.210625,32.713470,32.182163,32.314991,28.058710,23352529
2017-06-23,32.333965,32.466793,32.229603,32.419353,28.149326,31668800
2017-06-26,32.409866,32.457306,32.229603,32.296017,28.042233,14937604
2017-06-27,32.381405,32.381405,32.020874,32.039848,27.819807,16089942
2017-06-28,32.125237,32.248577,31.925997,32.020874,27.803331,15594035
2017-06-29,32.020874,32.134724,31.660341,31.907021,27.704472,15724837
2017-06-30,32.001900,32.068310,31.793169,31.869070,27.671520,14242175
2017-07-03,31.764706,32.229603,31.755219,32.087288,27.860996,8971964
2017-07-05,32.201138,32.210625,31.774195,31.916510,27.712708,17072270
2017-07-06,31.916510,31.944971,31.442125,31.518026,27.366713,14676318
2017-07-07,31.546490,31.650854,31.328274,31.641365,27.473812,17914522
2017-07-10,31.650854,31.812143,31.537003,31.698292,27.523235,14256720
2017-07-11,31.688805,31.755219,31.356735,31.470589,27.325525,12874083
2017-07-12,31.631880,31.812143,31.499050,31.518026,27.366713,14577979
2017-07-13,31.518026,31.631880,31.299810,31.574953,27.416142,14112006
2017-07-14,31.565466,31.831120,31.537003,31.717268,27.539715,13175843
2017-07-17,31.726755,31.755219,31.442125,31.546490,27.391430,17733866
2017-07-18,31.527514,31.679317,31.347248,31.650854,27.482046,15356148
2017-07-19,31.660341,31.963947,31.603416,31.897533,27.696232,19825951
2017-07-20,31.755219,31.973434,31.631880,31.821632,27.630331,17870043
2017-07-21,31.755219,31.859583,31.679317,31.764706,27.580904,12673718
2017-07-24,31.669828,31.736242,31.470589,31.612904,27.449099,15558937
2017-07-25,31.669828,31.764706,31.318787,31.404175,27.267859,20856025
2017-07-26,31.394688,31.404175,31.148008,31.204933,27.094858,16572674
2017-07-27,31.110058,31.309298,31.015181,31.309298,27.185478,17561221
2017-07-28,31.366224,31.470589,31.129032,31.451612,27.309048,17116117
2017-07-31,31.508539,31.679317,31.442125,31.461102,27.317287,23169660
2017-08-01,31.347248,31.593927,31.043644,31.385199,27.251379,28072552
2017-08-02,31.185959,31.233397,31.024668,31.233397,27.384478,30412116
2017-08-03,31.261860,32.077801,31.176472,31.717268,27.808722,28739945
2017-08-04,31.859583,32.258064,31.764706,31.916510,27.983408,27183398
2017-08-07,31.831120,31.869070,31.546490,31.603416,27.708897,13188280
2017-08-08,31.622391,31.745731,31.518026,31.574953,27.683943,16986475
2017-08-09,31.631880,31.745731,31.461102,31.736242,27.825357,15807681
2017-08-10,31.660341,31.831120,31.508539,31.707781,27.800406,19062539
2017-08-11,31.783682,31.850096,31.508539,31.546490,27.658989,13626639
2017-08-14,31.622391,31.660341,31.442125,31.603416,27.708897,13482241
2017-08-15,31.631880,31.812143,31.555977,31.669828,27.767128,18048801
2017-08-16,31.622391,31.774195,31.555977,31.650854,27.750494,11128764
2017-08-17,31.584440,31.736242,31.261860,31.261860,27.409435,15661175
2017-08-18,31.223909,31.280834,30.977230,30.996204,27.176517,16326565
2017-08-21,30.929790,31.185959,30.664137,31.081594,27.251385,17848752
2017-08-22,31.081594,31.518026,31.024668,31.451612,27.575804,14178619
2017-08-23,31.375711,31.679317,31.375711,31.537003,27.650671,16989953
2017-08-24,31.660341,31.688805,31.470589,31.527514,27.642353,12140394
2017-08-25,31.574953,31.897533,31.527514,31.679317,27.775448,15171171
2017-08-28,31.783682,31.897533,31.698292,31.755219,27.841997,13033026
2017-08-29,31.717268,31.831120,31.537003,31.783682,27.866953,12884096
2017-08-30,31.764706,31.764706,31.546490,31.736242,27.825357,12394935
2017-08-31,31.783682,32.277039,31.764706,32.182163,28.216328,27300497
2017-09-01,32.201138,32.381405,32.087288,32.220116,28.249603,19160771
2017-09-05,32.144215,32.419353,32.020874,32.068310,28.116505,15068616
2017-09-06,32.210625,32.362431,32.172676,32.248577,28.274559,13925764
2017-09-07,32.296017,32.381405,32.077801,32.248577,28.274559,18831923
2017-09-08,32.210625,32.495255,32.068310,32.352940,28.366060,16276290
2017-09-11,32.343452,32.580647,32.239090,32.561668,28.549065,17263993
2017-09-12,32.618595,33.918407,32.599621,33.557877,29.422512,39268351
2017-09-13,33.453510,33.614799,33.178368,33.263756,29.164640,22115450
2017-09-14,33.254269,34.003796,33.206833,33.899429,29.721977,28907847
2017-09-15,33.776093,33.889942,33.434536,33.548386,29.414194,30430139
2017-09-18,33.567364,33.728653,33.406071,33.728653,29.572241,17850755
2017-09-19,33.833015,33.833015,33.538898,33.633778,29.489059,16539579
2017-09-20,34.089184,34.354839,33.975330,34.146111,29.938257,27066825
2017-09-21,34.212524,34.335861,34.070210,34.127136,29.921621,16580579
2017-09-22,34.250473,34.269451,33.937382,34.117645,29.913300,15394092
2017-09-25,34.060722,34.184059,33.624287,33.690701,29.538967,23379828
2017-09-26,33.690701,33.823528,33.434536,33.491463,29.364285,18508029
2017-09-27,33.444023,33.709679,33.387096,33.633778,29.489059,15502759
2017-09-28,33.462997,33.946869,33.415562,33.776093,29.613836,19038086
2017-09-29,33.814041,33.870968,33.538898,33.870968,29.697021,16867900
2017-10-02,33.842506,34.250473,33.671726,34.222012,30.004797,17541300
2017-10-03,34.174572,34.345352,33.918407,34.288425,30.063034,14328392
2017-10-04,34.326378,34.383301,34.060722,34.117645,29.913300,11435268
2017-10-05,34.041744,34.155598,33.918407,34.155598,29.946577,14340408
2017-10-06,34.146111,34.288425,34.098671,34.203037,29.988165,12711345
2017-10-09,34.212524,34.297913,34.089184,34.288425,30.063034,10278081
2017-10-10,34.516129,34.639469,34.184059,34.535103,30.279312,18697433
2017-10-11,34.506641,34.611008,34.345352,34.582542,30.320908,18163687
2017-10-12,34.611008,34.724857,34.421253,34.487667,30.237722,14750098
2017-10-13,34.506641,34.620495,34.392788,34.478176,30.229399,13458842
2017-10-16,34.487667,34.611008,34.041744,34.136623,29.929934,14315006
2017-10-17,34.089184,34.468693,33.918407,34.345352,30.112942,14776764
2017-10-18,34.392788,34.430740,33.956356,33.994308,29.805153,15196572
2017-10-19,34.051231,34.516129,34.003796,34.383301,30.146219,20858028
2017-10-20,34.440228,34.554081,34.184059,34.554081,30.295948,18447319
2017-10-23,34.440228,34.895638,34.440228,34.535103,30.279312,15978008
2017-10-24,34.582542,34.658443,34.146111,34.411766,30.171175,15826126
2017-10-25,34.345352,34.487667,34.079697,34.307400,30.079672,17523488
2017-10-26,34.240986,34.364326,33.776093,33.908916,29.730291,18374277
2017-10-27,33.709679,33.918407,33.586338,33.776093,29.613836,15746865
2017-10-30,33.614799,33.652752,33.225807,33.349148,29.239504,26679586
2017-10-31,33.254269,33.529411,32.352940,33.263756,29.164640,24794085
2017-11-01,33.216320,33.899429,33.111954,33.453510,29.331003,16557497
2017-11-02,33.462997,33.690701,33.235294,33.643265,29.497370,13880021
2017-11-03,33.633778,33.738140,33.510437,33.728653,29.572241,9358255
2017-11-06,33.766602,33.785580,33.320683,33.510437,29.380911,11200542
2017-11-07,33.491463,33.605312,33.434536,33.548386,29.414194,11480906
2017-11-08,33.557877,33.576851,33.235294,33.529411,29.397556,14302148
2017-11-09,33.282730,33.444023,33.055027,33.396584,29.548653,14088713
2017-11-10,33.301708,33.387096,33.017078,33.377609,29.531868,15858589
2017-11-13,33.415562,33.662239,33.339657,33.491463,29.632607,25072657
2017-11-14,33.444023,33.870968,33.415562,33.567364,29.699753,17278538
2017-11-15,33.472485,33.681213,33.425049,33.548386,29.682972,13646138
2017-11-16,33.529411,33.757114,33.444023,33.738140,29.850857,13625901
2017-11-17,33.557877,33.671726,33.368122,33.557877,29.691364,15649265
2017-11-20,33.567364,33.633778,33.462997,33.538898,29.674572,12455540
2017-11-21,33.586338,33.899429,33.567364,33.719166,29.834070,13333100
2017-11-22,33.633778,33.681213,33.510437,33.614799,29.741730,11122967
